,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
05/20/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.35,6.09,758.86,350.63,441.77
05/20/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.07,6.1,648.54,374.36,317.49
05/20/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.32,5.84,538.86,354.26,243.04
05/20/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.81,3.74,418.61,275.0,232.01
05/20/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.23,3.34,272.74,180.56,204.12
05/20/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.35,2.41,136.33,85.51,189.14
05/20/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.97,3.35,31.78,24.86,83.57
05/20/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.75,3.38,0.0,0.0,0.0
05/20/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.71,3.41,0.0,0.0,0.0
05/21/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.42,3.55,0.0,0.0,0.0
05/21/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.04,3.56,0.0,0.0,0.0
05/21/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.72,3.46,0.0,0.0,0.0
05/21/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.62,3.11,0.0,0.0,0.0
05/21/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.51,2.81,0.0,0.0,0.0
05/21/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.0,2.69,0.0,0.0,0.0
05/21/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.54,3.31,0.0,0.0,0.0
05/21/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.81,3.26,9.85,6.76,0.0
05/21/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.05,3.35,113.59,55.23,322.56
05/21/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.12,3.37,280.62,102.12,486.56
05/21/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.02,4.13,485.27,100.17,708.98
05/21/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.62,4.74,665.48,102.14,807.28
05/21/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.73,5.66,797.82,125.71,819.37
05/21/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.51,5.85,738.98,207.91,588.63
05/21/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.02,6.22,771.1,158.23,653.35
05/21/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.31,6.51,834.46,141.98,748.35
05/21/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.74,6.87,819.66,121.1,807.59
05/21/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.79,7.33,691.56,119.13,752.1
05/21/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.73,6.14,566.49,102.65,747.17
05/21/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.28,5.99,384.16,88.71,651.33
05/21/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.59,6.31,199.78,57.56,524.91
05/21/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.47,6.98,48.7,21.09,323.8
05/21/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.46,7.78,0.0,0.0,0.0
05/21/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.2,8.36,0.0,0.0,0.0
05/22/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.78,8.68,0.0,0.0,0.0
05/22/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.65,8.74,0.0,0.0,0.0
05/22/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.37,8.85,0.0,0.0,0.0
05/22/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.76,8.2,0.0,0.0,0.0
05/22/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.4,7.51,0.0,0.0,0.0
05/22/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.47,6.94,0.0,0.0,0.0
05/22/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.92,7.14,0.0,0.0,0.0
05/22/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.46,5.84,2.2,2.23,0.0
05/22/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.37,5.61,40.16,33.46,36.65
05/22/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.34,6.49,156.03,89.89,179.47
05/22/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.74,6.63,462.79,145.25,583.04
05/22/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.22,5.66,570.42,166.38,577.92
05/22/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.97,6.03,825.88,117.36,862.52
05/22/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.68,6.65,905.21,147.62,838.66
05/22/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.41,6.85,951.69,130.66,874.2
05/22/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.75,6.16,909.65,185.13,781.94
05/22/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.11,6.33,874.91,111.85,880.77
05/22/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.95,6.47,720.28,136.76,765.13
05/22/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.28,5.54,512.76,168.29,553.32
05/22/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.11,4.74,283.35,149.68,293.41
05/22/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.27,3.44,145.87,65.27,295.04
05/22/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.15,2.65,46.58,20.99,291.66
05/22/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.89,2.42,0.0,0.0,0.0
05/22/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.7,2.11,0.0,0.0,0.0
05/23/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.45,2.14,0.0,0.0,0.0
05/23/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.36,2.22,0.0,0.0,0.0
05/23/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.71,2.52,0.0,0.0,0.0
05/23/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.48,2.3,0.0,0.0,0.0
05/23/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.64,1.83,0.0,0.0,0.0
05/23/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.19,2.3,0.0,0.0,0.0
05/23/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.47,2.79,0.0,0.0,0.0
05/23/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.76,2.76,12.03,7.09,0.0
05/23/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.2,1.68,134.47,47.08,473.43
05/23/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.35,1.84,310.31,93.2,586.62
05/23/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.49,2.67,493.31,122.25,679.61
05/23/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.2,3.54,689.49,115.89,819.05
05/23/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.62,3.78,776.46,129.61,786.38
05/23/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.76,3.2,884.89,141.26,822.23
05/23/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.67,3.37,745.47,156.13,626.76
05/23/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.18,3.09,957.77,111.13,912.59
05/23/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.49,2.32,570.18,288.05,325.16
05/23/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.68,1.5,554.75,249.0,400.11
05/23/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.81,0.93,504.48,152.47,563.87
05/23/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.55,1.18,297.7,90.19,453.52
05/23/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.81,1.4,167.42,60.36,388.77
05/23/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.02,2.61,40.0,18.7,236.26
05/23/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.63,2.04,0.0,0.05,0.0
05/23/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.64,2.29,0.0,0.0,0.0
05/24/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.87,2.72,0.0,0.0,0.0
05/24/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.0,2.66,0.0,0.0,0.0
05/24/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.71,2.23,0.0,0.0,0.0
05/24/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.82,1.89,0.0,0.0,0.0
05/24/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.44,1.9,0.0,0.0,0.0
05/24/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.25,2.0,0.0,0.0,0.0
05/24/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.87,2.42,0.0,0.0,0.0
05/24/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.68,1.76,10.39,8.5,0.0
05/24/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.35,2.7,112.15,61.09,274.05
05/24/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.58,3.29,258.83,102.16,421.62
05/24/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.34,3.93,444.94,129.19,576.93
05/24/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.33,4.77,636.81,126.32,727.76
05/24/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.66,4.7,807.85,121.62,833.18
05/24/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.14,4.86,901.24,132.75,848.76
05/24/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.85,5.02,939.99,157.03,831.77
05/24/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.9,4.23,441.95,285.9,168.01
05/24/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.74,3.14,241.36,190.8,58.18
05/24/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.81,4.87,472.83,271.34,263.18
05/24/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.38,2.86,464.29,167.79,473.67
05/24/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.09,3.18,209.97,126.17,182.37
05/24/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.89,4.05,43.61,41.96,5.94
05/24/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.52,4.25,26.27,24.8,15.84
05/24/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.16,4.14,0.0,0.05,0.0
05/24/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.38,5.0,0.0,0.0,0.0
05/25/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.2,4.63,0.0,0.0,0.0
05/25/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.41,4.96,0.0,0.0,0.0
05/25/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.23,4.75,0.0,0.0,0.0
05/25/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.14,2.59,0.0,0.0,0.0
05/25/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.09,2.16,0.0,0.0,0.0
05/25/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.93,2.86,0.0,0.0,0.0
05/25/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.68,2.39,0.0,0.0,0.0
05/25/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.43,1.98,3.99,3.43,0.0
05/25/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.1,3.17,56.93,42.04,79.26
05/25/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.79,4.74,100.09,86.77,35.71
05/25/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.95,4.02,257.06,166.25,165.57
05/25/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.0,3.01,471.6,183.47,410.12
05/25/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.75,2.44,503.93,194.1,375.73
05/25/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.83,2.37,627.0,268.66,395.35
05/25/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.38,2.22,726.98,215.92,542.33
05/25/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.25,2.11,966.11,121.94,907.73
05/25/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.73,2.1,898.82,116.17,899.39
05/25/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.26,1.96,782.1,100.78,888.23
05/25/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.04,1.78,615.25,93.0,832.12
05/25/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.06,1.93,425.28,79.26,750.0
05/25/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.97,1.83,227.64,60.13,599.01
05/25/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.71,2.47,59.38,24.43,368.44
05/25/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.36,2.87,0.05,0.09,0.0
05/25/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.88,2.69,0.0,0.0,0.0
05/26/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.65,2.14,0.0,0.0,0.0
05/26/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.3,2.63,0.0,0.0,0.0
05/26/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.89,3.37,0.0,0.0,0.0
05/26/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.82,3.39,0.0,0.0,0.0
05/26/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.02,3.89,0.0,0.0,0.0
05/26/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.53,4.48,0.0,0.0,0.0
05/26/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.26,3.78,0.0,0.0,0.0
05/26/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.65,4.21,10.04,9.54,0.0
05/26/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.42,4.61,90.61,80.25,54.68
05/26/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.31,4.25,179.13,165.19,37.25
05/26/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.8,3.46,262.63,227.58,63.77
05/26/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.93,4.46,355.73,301.99,76.38
05/26/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.4,5.26,392.31,338.59,65.07
05/26/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.42,4.9,250.21,248.3,2.11
05/26/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.12,5.05,85.9,85.94,0.0
05/26/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.63,4.47,130.96,130.9,0.07
05/26/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.62,4.55,226.6,216.64,11.44
05/26/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.34,6.24,347.39,284.46,81.89
05/26/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.77,4.77,429.65,226.06,323.56
05/26/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.99,3.26,275.93,91.72,397.67
05/26/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.92,2.83,116.83,76.07,144.67
05/26/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.07,4.28,12.62,12.46,1.65
05/26/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.27,5.52,0.05,0.09,0.0
05/26/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.49,5.34,0.0,0.0,0.0
05/27/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.77,5.26,0.0,0.0,0.0
05/27/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.37,4.82,0.0,0.0,0.0
05/27/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.41,5.32,0.0,0.0,0.0
05/27/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.79,5.45,0.0,0.0,0.0
05/27/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.11,5.41,0.0,0.0,0.0
05/27/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.74,5.27,0.0,0.0,0.0
05/27/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.04,4.84,0.0,0.0,0.0
05/27/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.72,6.12,12.31,7.86,0.0
05/27/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.7,7.03,107.54,52.73,287.15
05/27/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.36,6.94,196.38,124.39,191.69
05/27/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.86,6.6,179.59,170.71,16.13
05/27/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.41,6.22,266.23,248.32,25.41
05/27/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.58,6.48,430.95,340.1,109.94
05/27/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.07,6.73,655.03,363.29,321.25
05/27/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.11,7.41,600.79,343.49,272.51
05/27/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.03,7.52,627.4,361.56,285.22
05/27/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.98,7.52,662.57,270.47,449.36
05/27/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.55,7.14,619.17,243.95,487.41
05/27/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.99,5.3,414.1,264.01,237.94
05/27/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.89,4.64,314.36,128.7,399.25
05/27/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.09,4.03,178.57,61.24,413.46
05/27/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.9,3.82,37.1,17.3,199.31
05/27/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.93,3.48,0.1,0.15,0.0
05/27/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.8,3.28,0.0,0.0,0.0
05/28/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.91,3.05,0.0,0.0,0.0
05/28/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.85,2.85,0.0,0.0,0.0
05/28/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.0,2.59,0.0,0.0,0.0
05/28/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.85,2.56,0.0,0.0,0.0
05/28/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.53,2.81,0.0,0.0,0.0
05/28/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.27,3.15,0.0,0.0,0.0
05/28/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.07,3.22,0.0,0.0,0.0
05/28/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.95,3.51,13.71,8.21,0.0
05/28/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.33,3.71,135.77,47.21,460.68
05/28/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.6,3.8,319.95,74.79,650.84
05/28/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.0,3.67,510.8,94.33,754.9
05/28/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.54,3.92,684.84,104.96,822.11
05/28/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.58,3.77,698.66,121.3,697.96
05/28/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.37,4.17,672.39,148.21,576.67
05/28/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.16,4.45,722.2,174.07,580.0
05/28/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.63,5.06,818.76,120.24,748.65
05/28/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.22,5.35,609.44,148.9,527.09
05/28/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.65,5.2,590.82,129.22,598.57
05/28/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.52,2.46,319.38,148.51,270.21
05/28/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.27,3.27,259.41,110.14,319.77
05/28/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.5,4.66,146.67,94.07,184.09
05/28/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.42,5.66,44.49,25.57,186.39
05/28/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.12,5.04,0.12,0.16,0.0
05/28/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.58,3.91,0.0,0.0,0.0
05/29/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.5,3.29,0.0,0.0,0.0
05/29/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.89,3.1,0.0,0.0,0.0
05/29/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.83,3.44,0.0,0.0,0.0
05/29/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.04,4.08,0.0,0.0,0.0
05/29/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.59,4.7,0.0,0.0,0.0
05/29/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.38,5.03,0.0,0.0,0.0
05/29/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.16,4.59,0.0,0.0,0.0
05/29/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.31,4.51,5.54,5.25,0.0
05/29/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.42,5.35,64.93,39.19,133.04
05/29/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.12,5.63,184.68,112.87,190.1
05/29/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.27,5.23,336.95,115.95,399.93
05/29/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.68,4.86,524.06,150.16,529.49
05/29/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.41,5.23,626.55,160.3,563.13
05/29/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.14,5.22,699.42,244.5,500.06
05/29/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.81,5.51,709.62,218.34,519.38
05/29/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.85,5.37,663.92,272.17,419.44
05/29/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.1,5.14,738.99,134.93,690.49
05/29/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.44,5.02,523.88,159.2,472.1
05/29/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.09,3.69,476.75,139.07,532.72
05/29/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.68,3.39,368.42,97.81,577.57
05/29/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.83,2.64,200.46,69.79,454.19
05/29/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.19,2.27,54.23,25.12,280.76
05/29/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.28,2.7,0.2,0.17,0.0
05/29/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.99,2.85,0.0,0.0,0.0
05/30/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.78,2.78,0.0,0.0,0.0
05/30/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.03,2.75,0.0,0.0,0.0
05/30/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.94,2.52,0.0,0.0,0.0
05/30/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.11,2.44,0.0,0.0,0.0
05/30/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.18,2.37,0.0,0.0,0.0
05/30/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.67,2.09,0.0,0.0,0.0
05/30/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.55,1.95,0.0,0.0,0.0
05/30/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.57,1.79,15.64,8.71,0.0
05/30/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.56,1.72,145.76,47.56,504.47
05/30/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.91,1.3,339.07,72.59,703.65
