,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
03/02/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.73,1.29,164.13,52.04,527.4
03/02/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.01,1.53,358.31,71.36,748.38
03/02/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.99,1.83,523.91,82.38,844.36
03/02/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.39,2.51,643.53,90.54,889.76
03/02/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.46,2.83,708.95,88.15,923.2
03/02/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.49,3.28,708.73,90.64,919.37
03/02/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.37,3.72,647.02,85.61,903.93
03/02/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.14,3.81,530.46,76.82,868.59
03/02/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.61,3.39,363.34,66.61,775.48
03/02/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.42,2.74,174.41,46.73,603.07
03/02/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.24,3.37,21.82,9.93,0.0
03/02/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.4,3.99,0.0,0.0,0.0
03/02/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.48,4.26,0.0,0.0,0.0
03/02/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.01,4.48,0.0,0.0,0.0
03/02/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.56,4.47,0.0,0.0,0.0
03/03/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.98,4.44,0.0,0.0,0.0
03/03/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.47,4.66,0.0,0.0,0.0
03/03/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.34,4.81,0.0,0.0,0.0
03/03/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.11,4.66,0.0,0.0,0.0
03/03/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.68,4.36,0.0,0.0,0.0
03/03/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.8,4.59,0.0,0.0,0.0
03/03/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.96,4.73,0.0,0.0,0.0
03/03/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.35,4.95,0.0,0.0,0.0
03/03/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.12,5.33,23.51,10.73,0.0
03/03/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.86,5.76,176.57,49.53,583.51
03/03/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.17,6.47,364.92,70.49,757.52
03/03/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.59,6.86,530.92,82.18,849.66
03/03/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.39,6.96,652.21,88.68,899.3
03/03/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.51,7.03,715.95,91.7,921.5
03/03/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.84,7.35,713.51,91.18,919.1
03/03/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.09,7.68,651.49,87.54,901.37
03/03/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.31,7.71,531.58,82.57,852.61
03/03/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.78,5.73,365.43,73.94,753.64
03/03/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.69,5.48,176.51,51.3,580.69
03/03/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.96,6.02,23.33,11.37,0.0
03/03/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.06,6.75,0.0,0.0,0.0
03/03/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.16,7.2,0.0,0.0,0.0
03/03/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.67,7.49,0.0,0.0,0.0
03/03/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.28,7.34,0.0,0.0,0.0
03/04/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.7,6.69,0.0,0.0,0.0
03/04/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.05,6.39,0.0,0.0,0.0
03/04/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.3,6.1,0.0,0.0,0.0
03/04/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.56,5.68,0.0,0.0,0.0
03/04/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.4,5.01,0.0,0.0,0.0
03/04/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.16,4.45,0.0,0.0,0.0
03/04/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.19,4.02,0.0,0.0,0.0
03/04/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.35,4.05,0.0,0.0,0.0
03/04/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.74,4.41,20.45,12.71,0.0
03/04/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.75,4.9,123.68,70.31,239.4
03/04/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.2,6.82,216.34,154.02,158.22
03/04/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.62,7.22,277.48,241.8,66.89
03/04/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.24,7.45,365.13,272.45,146.71
03/04/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.0,7.13,459.7,180.16,409.62
03/04/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.77,7.69,351.73,218.94,194.74
03/04/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.01,8.29,436.11,173.68,416.4
03/04/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.93,7.34,410.5,107.2,571.22
03/04/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.76,4.22,239.38,89.61,383.16
03/04/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.19,4.11,117.29,46.92,320.62
03/04/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.64,3.66,21.0,9.33,0.0
03/04/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.23,3.99,0.0,0.0,0.0
03/04/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.51,4.08,0.0,0.0,0.0
03/04/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.14,5.11,0.0,0.0,0.0
03/04/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.68,6.08,0.0,0.0,0.0
03/05/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.24,6.51,0.0,0.0,0.0
03/05/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.92,5.79,0.0,0.0,0.0
03/05/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.12,5.25,0.0,0.0,0.0
03/05/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.81,5.76,0.0,0.0,0.0
03/05/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.86,6.21,0.0,0.0,0.0
03/05/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.03,4.07,0.0,0.0,0.0
03/05/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.01,2.12,0.0,0.0,0.0
03/05/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.28,1.62,0.0,0.0,0.0
03/05/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.11,1.85,5.5,5.54,0.0
03/05/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.97,1.92,18.99,18.94,0.24
03/05/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.89,2.67,49.59,47.92,4.19
03/05/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.91,1.83,63.69,63.03,1.23
03/05/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.03,0.54,126.33,116.66,15.18
03/05/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.64,1.57,138.17,133.93,6.16
03/05/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.61,2.9,307.84,218.55,130.04
03/05/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.02,3.97,283.19,233.38,78.47
03/05/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.97,4.88,157.19,146.76,19.5
03/05/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.05,3.6,101.85,97.16,11.87
03/05/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.97,3.84,53.97,49.74,18.96
03/05/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.8,3.92,7.44,7.35,0.0
03/05/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.64,4.17,0.0,0.0,0.0
03/05/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.08,4.11,0.0,0.0,0.0
03/05/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.86,3.54,0.0,0.0,0.0
03/05/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.46,3.36,0.0,0.0,0.0
03/06/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.09,3.62,0.0,0.0,0.0
03/06/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.08,3.8,0.0,0.0,0.0
03/06/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.18,4.01,0.0,0.0,0.0
03/06/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.12,4.21,0.0,0.0,0.0
03/06/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.25,4.52,0.0,0.0,0.0
03/06/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.74,3.96,0.0,0.0,0.0
03/06/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.83,4.27,0.0,0.0,0.0
03/06/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.1,4.36,0.0,0.0,0.0
03/06/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.55,4.48,6.72,6.76,0.0
03/06/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.15,4.59,44.11,42.23,8.03
03/06/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.59,4.9,100.53,96.28,10.49
03/06/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.57,4.98,128.67,115.76,23.74
03/06/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.15,5.23,222.64,170.66,80.97
03/06/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.78,5.39,275.32,182.69,133.78
03/06/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.24,5.12,404.99,248.04,226.99
03/06/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.65,4.97,280.51,201.07,124.26
03/06/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.84,4.97,232.12,177.99,100.32
03/06/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.95,3.93,105.08,95.21,24.73
03/06/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.88,3.66,71.94,65.67,27.59
03/06/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.48,3.17,8.26,7.46,0.0
03/06/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.99,3.39,0.0,0.0,0.0
03/06/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.38,3.57,0.0,0.0,0.0
03/06/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.67,3.8,0.0,0.0,0.0
03/06/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.93,3.59,0.0,0.0,0.0
03/07/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.36,3.38,0.0,0.0,0.0
03/07/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.21,2.83,0.0,0.0,0.0
03/07/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.51,2.21,0.0,0.0,0.0
03/07/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.93,2.45,0.0,0.0,0.0
03/07/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.79,2.44,0.0,0.0,0.0
03/07/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.67,2.56,0.0,0.0,0.0
03/07/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.83,2.63,0.0,0.0,0.0
03/07/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.29,2.94,0.0,0.0,0.0
03/07/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.1,3.1,15.82,14.74,0.0
03/07/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.06,3.66,87.1,65.91,88.77
03/07/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.57,3.92,205.09,146.08,144.0
03/07/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.82,3.85,444.05,190.65,461.51
03/07/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.59,3.56,574.94,174.78,618.34
03/07/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.51,3.24,573.9,237.92,481.83
03/07/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.62,2.9,411.97,258.53,220.4
03/07/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.8,2.62,330.51,190.37,217.66
03/07/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.04,2.8,247.31,208.92,70.58
03/07/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.89,2.64,142.46,133.48,22.28
03/07/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.71,3.08,79.53,65.0,62.9
03/07/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.15,3.28,9.75,9.36,0.0
03/07/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.52,3.54,0.0,0.0,0.0
03/07/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.34,3.26,0.0,0.0,0.0
03/07/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.08,3.73,0.0,0.0,0.0
03/07/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.22,3.98,0.0,0.0,0.0
03/08/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.15,4.07,0.0,0.0,0.0
03/08/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.47,4.27,0.0,0.0,0.0
03/08/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.6,4.15,0.0,0.0,0.0
03/08/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.51,4.07,0.0,0.0,0.0
03/08/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.67,4.24,0.0,0.0,0.0
03/08/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.76,3.82,0.0,0.0,0.0
03/08/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.91,4.12,0.0,0.0,0.0
03/08/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.02,4.06,0.0,0.0,0.0
03/08/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.15,4.26,7.52,7.56,0.0
03/08/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.6,4.3,26.39,25.33,4.32
03/08/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.26,4.66,49.54,49.46,0.2
03/08/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.26,5.25,132.24,129.59,4.78
03/08/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.21,5.31,131.77,127.63,6.33
03/08/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.71,6.38,135.57,135.21,0.51
03/08/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.79,4.28,106.59,97.77,12.59
03/08/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.99,3.23,132.87,116.79,24.79
03/08/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.16,3.89,48.32,48.03,0.52
03/08/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.33,3.99,38.0,37.9,0.23
03/08/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.3,3.95,25.34,25.39,0.0
03/08/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.09,4.27,3.86,3.9,0.0
03/08/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.15,4.05,0.0,0.0,0.0
03/08/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.16,4.4,0.0,0.0,0.0
03/08/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.97,4.61,0.0,0.0,0.0
03/08/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.32,4.65,0.0,0.0,0.0
03/09/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.09,4.82,0.0,0.0,0.0
03/09/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.05,5.6,0.0,0.0,0.0
03/09/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.48,6.58,0.0,0.0,0.0
03/09/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.11,6.22,0.0,0.0,0.0
03/09/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.68,6.27,0.0,0.0,0.0
03/09/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.9,5.44,0.0,0.0,0.0
03/09/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.83,5.38,0.0,0.0,0.0
03/09/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.51,5.66,0.0,0.0,0.0
03/09/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.31,5.66,7.71,7.72,0.0
03/09/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.54,5.62,73.39,70.42,11.9
03/09/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.84,4.95,138.46,131.35,16.93
03/09/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.39,4.56,239.72,211.84,49.83
03/09/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.63,5.17,273.95,224.33,75.5
03/09/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.01,5.52,304.72,267.63,52.45
03/09/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.35,5.77,321.51,296.26,35.78
03/09/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.53,6.08,296.37,247.1,75.48
03/09/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.97,6.3,371.49,209.08,294.07
03/09/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.98,6.55,297.43,140.37,382.1
03/09/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.45,6.6,199.07,55.73,600.71
03/09/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.18,5.87,34.39,15.07,0.0
03/09/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.49,6.16,0.0,0.0,0.0
03/09/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.77,6.44,0.0,0.0,0.0
03/09/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.24,6.42,0.0,0.0,0.0
03/09/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.09,6.06,0.0,0.0,0.0
03/10/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,5.56,0.0,0.0,0.0
03/10/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.06,5.07,0.0,0.0,0.0
03/10/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.25,4.9,0.0,0.0,0.0
03/10/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.16,5.1,0.0,0.0,0.0
03/10/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.2,5.23,0.0,0.0,0.0
03/10/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.02,4.62,0.0,0.0,0.0
03/10/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.06,4.49,0.0,0.0,0.0
03/10/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.21,4.46,0.0,0.0,0.0
03/10/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.91,5.11,45.56,18.47,426.31
03/10/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.47,6.16,231.24,54.07,695.4
03/10/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.82,7.19,429.63,72.99,837.69
03/10/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.91,7.2,601.76,85.76,913.62
03/10/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.31,7.07,723.79,91.36,954.71
03/10/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.37,7.1,786.23,94.57,971.37
03/10/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.57,7.09,779.91,98.88,958.86
03/10/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.12,6.99,713.57,93.91,942.9
03/10/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.57,6.71,587.72,83.25,906.56
03/10/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.3,5.67,416.18,73.08,826.78
03/10/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.88,4.14,215.29,53.92,665.72
03/10/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.6,2.21,38.37,15.14,460.1
03/10/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.6,2.64,0.0,0.0,0.0
03/10/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.57,2.53,0.0,0.0,0.0
03/10/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.98,2.25,0.0,0.0,0.0
03/11/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.42,1.85,0.0,0.0,0.0
03/11/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.93,2.07,0.0,0.0,0.0
03/11/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.21,1.85,0.0,0.0,0.0
03/11/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.29,2.17,0.0,0.0,0.0
03/11/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.91,2.47,0.0,0.0,0.0
03/11/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.14,2.41,0.0,0.0,0.0
03/11/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.37,2.1,0.0,0.0,0.0
03/11/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.45,2.56,0.0,0.0,0.0
03/11/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.15,3.25,0.0,0.0,0.0
03/11/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.82,4.21,48.72,18.17,443.43
03/11/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.03,4.63,229.97,55.83,669.4
03/11/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.02,5.27,426.1,74.16,816.42
03/11/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.33,5.7,593.3,85.36,891.13
03/11/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.44,6.24,712.71,92.06,929.82
03/11/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.7,6.83,772.69,95.08,945.19
03/11/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.86,7.17,768.06,94.93,941.59
03/11/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.87,7.33,700.5,91.57,920.43
03/11/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.52,7.5,575.59,84.74,875.54
03/11/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.13,6.65,405.18,73.14,792.59
03/11/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.5,6.33,209.54,53.79,632.75
03/11/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.47,6.38,38.29,15.31,424.86
03/11/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.14,6.65,0.0,0.0,0.0
03/11/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.39,6.74,0.0,0.0,0.0
03/11/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.86,6.72,0.0,0.0,0.0
03/12/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.41,6.53,0.0,0.0,0.0
03/12/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.76,6.24,0.0,0.0,0.0
03/12/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.77,6.0,0.0,0.0,0.0
03/12/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.37,5.54,0.0,0.0,0.0
03/12/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.89,5.03,0.0,0.0,0.0
